artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
the brand new heavies,brother sister,1994,brother sister let young life get always certain mystery many change come everyone time turn seventeen grandma said time feel sting sharp turn uphill closed door said hold onto faith world got go get stand strong go hold real thing matter one gon na hand silver platter need feel let intuition guide take one step toward believe afraid make move head word remind grandma said time feel sting sharp turn uphill closed door said hold faith scared go stand strong go hold real thing matter one gon na hand em silver platter stand strong go hold real thing matter one gon na hand silver platter scared go stand brother sister hold real thing matter one gon na hand silver platter stand brother sister hold real thing matter one gon na hand silver platter stand brother sister hold real thing matter one gon na hand silver platter trumpet solo embed,0.045,0.806,0.148,0.9834
dolly parton,it's such a heartache,1985,heartache time dial number never get answer seems like avoiding ca take unhappy ending keep pretending see light eventually ca stop heart breaking ca stop hand shaking ca keep eye cry ca believe love dying ca stop rain falling answer calling love confusing heartache losing feel like tragic movie please say come back dreaming night night trouble sleeping memory keeping feeling running mind ca stop heart breaking ca stop hand shaking ca keep eye cry ca believe love dying ca stop rain falling answer calling love confusing heartache losing heartache know heartache tearing two took away dream wanted anything ca stop heart breaking ca stop hand shaking ca keep eye cry ca believe love dying ca stop rain falling answer calling love confusing heartache ca stop heart breaking ca stop hand shaking ca keep eye cry ca believe love dying ca stop rain falling answer calling love confusing heartache embed,0.232,0.618,0.15,-0.9811
judas priest,some heads are gonna roll,1984,head gon na roll verse look left look right live danger tonight enemy come never heard blow mind say word blinding light flashing color sleepless night man power ca keep control head gon na roll head gon na roll head gon na roll head gon na roll verse freak ruling earth show little think worth animal lust devour life slice word bit like knife one last day burning hell fire blown away man power ca keep control head gon na roll head gon na roll head gon na roll head gon na roll bridge know like taken granted go life underhanded instrumental break man power ca keep control head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll outro head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll head gon na roll,0.134,0.809,0.057,-0.9788
megadeth,train of consequences,1994,train consequence verse favor taking money guess feel sorry even trust bad news creeping feel sudden chill name trouble coming kill kill ooh know set ball clicking mile train consequence boxcar life style thinking derailed tied track train consequence ai turning back verse horse ever ran fast money bet blowing card play chest life fabric corrupt shot corroded thread hocked brain packed bag headed west hocked brain headed west set ball clicking mile train consequence boxcar life style thinking derailed tied track train consequence ai turning back instrumental break set ball clicking mile train consequence boxcar life style thinking derailed tied track train consequence ai turning back set ball clicking mile train consequence boxcar life style thinking derailed 'm tied track train consequence ai turning,0.128,0.828,0.044,-0.9849
38 special,somebody like you,1986,somebody like verse shoulda kept distance shoulda known riskin nothin short holding would ever darlin could together would wait forever gon na win never lose verse could feel pressure could see something special could walk away tried darlin wan na near feel like must wrong shoulda known somebody like could break heart somebody like could tear world apart somebody like could keep dark somebody like could break heart verse knew fallin could hear heartbeat callin hopin mine night darlin could keep loving chance somehow break must wrong shoulda known somebody like could break heart somebody like baby somebody like tellin ya somebody like could break heart bridge guess new right start pretender held heart got love wan na send ready surrender somebody like could break heart somebody like could tear world apart somebody like could keep dark somebody like baby somebody like tellin ya somebody like could break heartembed,0.028,0.624,0.348,0.9991
cracker,get off this,1993,get cat holey jean dirty hair titty ring say scene man got question true sold soul say hey man know lend quarter wo call accountant let get get wan na change world shut mouth start spin get get wan na change world shut mouth start minute petty little ayatollah come around judge stone ya trying make fortune ai got government loan one sends check home get doin wan na let get get wan na change world shut mouth start spin get get wan na change world shut mouth start minute well guitar player stayin hollywood sayin tryin get sleep everyone complainin truly deeply cynical boy know loved one knew name pompous let get get wan na change world shut mouth start spin get get wan na change world shut mouth shut mouth get get wan na change world shut mouth start spin get get wan na change world shut mouth shut mouth,0.037,0.91,0.053,0.7451
red hot chili peppers,out in l.a.,1984,intro bunch brother living cool way along six million others place called la verse la place set mind ablaze race maze town make jump got bunch bad chick well sure got chump still get kick body love scrump lick ripe pick alike dump thumb pop hump hump hump pop action never stop wild shooting top best friend flea oom chucka willy knew ball could pop never met tree never bebopped hop verse antoine swan pretty fish pond bad mother jumper could tell strong wore cold paisley jacket hella fine as leg sweet young lass threw hundred woman wall swore fear love time got stop thought heard fop bridge last night night heard fop outside came indoors rock verse told ya somethin flea somethin tree little somethin ca leave hanging man sherm zee swing ying bang yang time hear thang better burnin sherman outro bunch brother living cool way along six million others place called la step,0.063,0.797,0.14,0.9783
heart,nothin' at all,1985,nothin would walk home every evening pyramid light would feed silence wash empty night innocent distraction hit hard emotional reaction caught guard nothin nothin like anything felt nothin nothin like thought much one else ever made feel way asked say nothin walk home every evening foot quick move know destination warm waiting first communication clear thought moderation would soon disappear nothin nothin like anything felt nothin nothin like thought much one else ever made feel way asked say nothin innocent distraction hit hard emotional reaction caught guard nothin nothin like anything felt nothin nothin like thought much one else ever made feel way asked say nothin nothin nothin like anything felt nothin nothin nothin nothin nothin nothin embed,0.06,0.848,0.092,0.8697
steve winwood,split decision,1986,split decision think know much confidence never need crutch one man real one want hide one man mind made ca decide time nothing left choose one man put fire light fuse sometimes think know much go real world half certain sure one half symptom cure time nothing left choose one half answer look clue fine line fine line split decision fine line fine line sometimes think come far lost half easy half hard even though best end scarred time nothin left choose one man put fire light fuse fine line fine line fine line fine line split decision fine line fine line fine line fine line fine line sometimes think know much confidence never need crutch one man real one want hide one man mind made ca decide time nothing left choose one see red sings blue fine line fine line fine line fine line split decision fine line fine line fine line fine line fine lineembed,0.039,0.794,0.167,0.9883
the cramps,lets get fucked up,1994,let get fucked baby let get fucked let get fucked let get fucked let stuff get fucked tomorrow feel like hit truck let get fucked honey goin cockfight burn witch burn heh stuff hock might never ever return ooh goin brink oblivion gon na need shrink get back aha let get fucked let get fucked let get stuff get fucked tomorrow feel like hit truck let get fucked gon na get lowdown gon na get keyed gon na go town get beat gon na get way gon na hit flameout head cave ooh ouch ooh let get fucked baby right fucked mmm slip nocturnal shade head amateur night purple haze ahh probably lose fight ooh get cool casual get really sent dig cruel unusual punishment aha let get fucked let get fucked get stuff get fucked know tomorrow feel like hit truck let get fucked baby baby baby baby let strap little abnormal delirium take long fall surrealist bucket make one big grease spot outta town baby want siamese chihuahua sweetheart woo woo ultimate degenerate psychopathia sexuas far baby far fucked said fucked,0.274,0.588,0.138,-0.9972
nitty gritty dirt band,old upright piano,1985,old upright piano long remember friday night came round family would gather grandpa house supper dish done best time came old upright piano grandma played played beautiful dreamer wild irish rose never played perfect love every note grandpa sat beside harmony sang old upright piano grandma played grandpa stubborn man said style grandma called ornery said smile even could disguise love felt strong could see eye played favorite song played beautiful dreamer wild irish rose never played perfect love every note grandpa sat beside harmony sang old upright piano grandma played almost grandma died stayed night grandpa old man never cried sat piano nothing could say first time life ever heard grandpa play beautiful dreamer wild irish rose song played memory never missed note sat right beside morning came friend jesus song played played beautiful dreamer wild irish rose never played perfect love every note grandpa sat beside harmony sang old upright piano grandma playedembed,0.088,0.662,0.25,0.9964
phish,rift,1993,rift verse last night moment thought adrift coasting terrace approaching rift could spy several glimpse beneath darkness light could reach spied wing reason taking flight upon yonder precipice saw alight glared back one last look dismay last one thought betray verse much better said drawing quite close top shelf struggled destiny upon ledge gasped defeated slipped edge silence contagious moment like consumed strengthened appease passion sparked one terrible night shocked persuaded soul ignite instrumental break verse much better said drawing quite close top shelf struggled destiny upon ledge gasped defeated slipped edge silence contagious moment like consume strengthen appease passion sparked one terrible night shocked persuaded soul ignite outro shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite shocked persuaded soul ignite,0.169,0.738,0.093,-0.9676
iron maiden,man on the edge,1995,man edge verse freeway jammed backed mile car oven baking wild nothing ever way deserve get see briefcase lunch man edge step get closer losing head someone heaven looking nothing fair look around falling falling falling falling falling falling verse sick waiting lying like hole sky angel kiss branded leper fit land free live wit built missile nation defence ca even give birthday present across city leaf wake glimpse future cannibal state falling falling falling falling falling falling guitar solo verse freeway jammed backed mile car oven baking wild nothing ever way deserve get see briefcase lunch man edge step get closer losing head someone heaven looking nothing fair look around falling falling falling falling falling falling outro falling falling falling falling falling falling,0.182,0.751,0.067,-0.9686
molly hatchet,straight shooter,1985,straight shooter baby got tell something lie alibies driving crazy shoot rock roll thats game fast car prety woman fortune fame come live music playin game show play game prove popint hesitate call like see shoot straight thing want straight shooter never said better straight shooter straight shooter doubt one straight shooter yea never said better straight shooter straight shooter come babe one straight shooter never one keep movin make hot road sit rock even playing get stop never come far ask question tell lie sick tired hearing alibies matter matter straight shooter never said better straight shooter straight shooter doubt one yea baby got one straight shooter keep movin make hot road sit rock even playing get stop never come far ask question tell lie sick tired hearing alibies matter matter straight shooter straight shooter striaght shooter straight shooterembed,0.054,0.745,0.201,0.9827
the rembrandts,i'll be there for you,1995,verse one told life gon na way job joke broke love life like always stuck second gear day week month even year rain start pour like verse still bed ten work began eight burned breakfast far thing going great mother warned day like tell world brought knee rain start pour like 'cause bridge one could ever know one could ever see seems one know like someone face day make rest someone always laugh even worst best middle like always stuck second gear day week month even year rain start pour like 'cause outro 'll 'cause,0.063,0.806,0.13,0.9773
lone justice,"soap, soup and salvation",1985,soap soup salvation verse sort sleep doorway alleyway take stumble corner heavenly music played taking recreation dark defeated friend seek consolation bottle never win soap soup salvation tired heart sing jubilation restoration rescue mission soap soup salvation verse brother randel bit long winded little loud pound pulpit sweat fly brow making sure none caught slumbering mournful motley crowd one stay awake therefore graciously endowed soap soup salvation tired heart sing jubilation restoration rescue mission soap soup salvation verse procter gamble campbell gospel watch brother randle wave bible bein drunk hungry seemed like fun cause feed one til preacher done thought heard choir singing old favorite song old harmony still familiar though long lonely face empty glance surround everywhere sweet angelic voice rising air bridge roll called yonder roll called yonder roll called yonder roll called yonder soap soup salvation tired heart sing jubilation restoration rescue mission soap soup salvationembed,0.069,0.782,0.149,0.9726
jewel,hands,1995,hand verse could tell world one thing would ok worry worry wasteful useless time like wo made useless wo idle despair gather around faith light darkness fear hand small know never broken verse poverty stole golden shoe steal laughter heartache came visit knew ever fight spite someone must stand right man voice shall go singing hand small know never broken end kindness matter end kindness matter bridge get knee pray get knee pray get knee pray hand small know never broken hand small know never broken never broken outro god eye god hand god heart god eye god hand god heart god eye god hand god eyesembed,0.065,0.758,0.177,0.9907
meshuggah,future breed machine,1995,future breed machine verse even strobe pulse flashing hate light synthetic soul mass produced hammered shape sign time dream turn system new way new breed implanted mind hand sterile hate new control wake asleep verse new intelligence arise emptied body turgid flesh tested eternal spastic fit known code mother machine genocide scorn dying race evolution reverse time changing contorted eternity defeated bridge programmed appease symbol perfection humanoid ruined law destroy erase improve lesson first submission docile servant dog leash limb computed deep within interlude solo remoted mind controlled thought doubt new way disgorged another thousand fake obey circuit skein vacuum mechanical thought conceive longer always see inanity million unit like eternally human pattern copied dissected distorted completed fit machine nerve fiber give cord unknown see content machine currency flesh bone unaware evolution reverse time changing contorted eternity defeated new,0.13,0.785,0.084,-0.9121
black uhuru,bull in the pen,1984,bull pen hook said fence ca hold much bull inna pen said fence ca hold much bull inna pen mark beast president said fence ca hold much bull inna pen verse round bend vesting supernatural force baby open mouth holler shout shed tear food eat day night ethiopia calling show african pride hook said fence ca hold much bull inna pen said fence ca hold much bull inna pen verse truth make le man mixed lying ca get nothing eat freak come get shot send desert suffer hook fence ca hold much bull inna pen said fence ca hold much bull inna pen mark beast president said fence ca hold much bull inna pen verse hide truth people stomp steer technology advance reward shall treat walking street nothing eat outro fence ca hold much bull inna pen fence ca hold much bull inna pen mark beast president said fence ca hold much bull inna pen mark beast president said fence ca hold much bull inna pen modernized walking fence ca hold much bull inna penembed,0.037,0.921,0.042,0.3612
kenny rogers,what about me?,1984,verse kenny rogers kim carnes see waited life someone like someone give heart soul look eye love welcome surprise think last found forever james ingram kim carnes always love always need love need much kim carnes time time feel losing mind maybe lover must go never entered mind could wasting time gon na kenny rogers james ingram verse james ingram kim carnes kenny rogers kim carnes reason pretend true love affair come end moment answer nearly go insane go insane every time hear whisper name feel around kenny rogers kim carnes always love always need hard wanted much whoa kim carnes time time feel losing mind maybe lover must go never entered mind could wasting time gon na time time losing mind never entered mind could wasting time outro kim carnes embed,0.096,0.771,0.132,0.951
eddie money,calm before the storm,1986,calm storm whoa ca believe love heaven love knock first hit listen tell ya ca really stop start try boy great someone talk someone listen heart like calm storm like sunlight breaking dawn take cold make warm wrote song wrote wrote love called song got somebody hold onto love always something reach yes rebel appreciates thing 've got something going keep like calm storm like sunlight breaking dawn take cold make warm wrote song wonder never chatter sweet peace like moonlight tree get everything need wrote song wrote wrote love yes called song want world know love love love right ca get enough ca get enough like calm storm like sunlight breaking dawn take cold make warm wrote song wonder never chatter calm storm like sunlight breaking dawn take cold give get warm wrote song wrote wrote love called songembed,0.012,0.695,0.293,0.9985
green day,scattered,1997,scattered verse well got scattered picture lyin bedroom floor reminds time shared make wish seems forgotten purpose life well song erased guess learned mistake well open past present story tell listening open past present future got givin verse well loose end tied knot leavin lump throat well gaggin souvenir live fill another year drag skin ripped shred well leavin open wide livin sacrifice well open past present story tell listening open past present future got givin bridge got one got place go would alright could alright verse well got scattered picture lyin bedroom floor reminds time shared make wish seems forgotten purpose life well song erased guess learned mistake well open past present story tell listening open past present future got givin got givin,0.054,0.837,0.11,0.9344
boyz ii men,let it snow,1993,let snow intro let snow let snow let snow let snow verse wanyá hey another christmas holiday joyous thing let angel sing cause together got thing ca let slip away though outside rain sleet body meet care weather nate boyz ii men let snow let snow outside cold fire blazin baby let snow let snow let snow let snow verse brian mcnight ohhhh come help trim tree wan na wrap baby see present need much waiting store precious day gladly say place rather bridge wanyá boyz ii men ohhh everything come little closer god must sent heaven nate boyz ii men let snow let snow outside cold fire blazin baby let snow let snow let snow let snow outro wanya boyz ii men let snow let snow let snow baby let snow care weather baby let snow let snow let snow let snow let snow let snow let snow let snow let snow let snow care weather baby need baby let snow long let snow mind mind let snow care weather may long,0.044,0.886,0.07,0.8706
"""weird al"" yankovic",living with a hernia,1986,living hernia intro ow help dig verse grunt groan hurt walk anywhere went see physician jones took trouser told cough doctor say ai nothin discus tell day might wear truss living hernia time aggravation living hernia gon na ruination living hernia got operation feel old verse much bad pain good gawd drive insane ca run barely crawl got bulge intestinal wall walk real funny bless soul ca play tennis hard bowl ca even split say better call quits sick dancin anyhow living hernia hurt bad tender location living hernia enough humiliation living hernia got operation live hernia ca get ca bend live hernia wait minute bridge may familiar common type hernia could get settle let clue incomplete incomplete epigastric epigastric bladder bladder strangulated strangulated lumbar hernia lumbar hernia richter hernia richter hernia obstructed obstructed inguinal direct living hernia rupture said causin irritation living hernia medication living hernia feel bad embed,0.121,0.833,0.046,-0.972
korn,good god,1996,good god verse came life without single thing gave way left nothing given smile fell game wish bad right let wo get fuck face wo get fuck face sea life minnow live life insecure feel pain needle shit brain verse scream without sound could take away everything made fucking slave face despise heart inside gray came today say fucked every way wo get fuck face wo get fuck face sea life minnow live life insecure feel pain needle shit mind stole life without sign suck dry bridge vocal wo get fuck face wo get fuck face wo get fuck face wo get fuck face wo get fuck face wo get fuck face wo get fuck face wo get fuck face sea life minnow live life insecure feel pain needle shit mind stole life without sign suck dry outro unknown,0.239,0.722,0.039,-0.9975
the lemonheads,big gay heart,1993,big gay heart look big gray eye ask wan na make cry lookin well gon na live see gon na ask either way got bone pick ca leave somebody else need suck dick help feel good big gay heart please break big gay heart big gay heart please break big gay heart ca look try piss easy please ca look understand big gay scene find way add might hard might enough grateful satisfied might find time would feel bad take much would mean song lose part still afraid prepared see big gay heart dark big gay heart big gay heart please break big gay heart ca look try piss easy please ca look understand big gay scene big gay heart please break big gay heart big gay heart please break big gay heart big gay heart dark big gay heart big gay heart please break big gay heartembed,0.069,0.605,0.326,0.9991
the cramps,naked girls falling down the stairs,1994,naked girl falling stair verse went museum stood chair girl drew crowd wear made everybody look naked girl falling stair naked girl falling stair naked girl falling stair way air naked girl falling stair verse naked girl right face high class culture place watch stopped ticking shoe came unlaced watched tripping staircase naked girl falling stair naked girl falling stair way air naked girl falling stair guitar solo verse looked like mistake steeplechase busted flywheel stock car race fell love terrible pace someone gave shove staircase naked girl falling stair naked girl falling stair way air naked girl falling stair naked girl falling stair naked girl falling stair way air naked girl falling stair outro naked girl falling stair naked girl falling stair woo naked girl falling stair woo naked girl falling stair wow naked girl falling stair wow naked girl falling stairsembed,0.123,0.807,0.071,-0.1779
iron maiden,back in the village,1984,back village verse turn spotlight people switch dial eat worm take chance kill engine drop bomb let burn white flag shot ribbon truce black burned shellshock kitchen table overturned back village village back village verse throwing dice rolling loaded see six way black hole spinning wing get shot away question burden answer prison oneself shellshock kitchen table start burn back village village back village instrumental bre guitar solo verse break inside paper cat burning barn fox among chicken killer hound question burden answer prison oneself shellshock kitchen table start burn back village village back village bridge still walk valley others try kill inner flame burning brighter number name back village village back village back village village back village outro back village back village back village againembed,0.086,0.888,0.026,-0.9374
dave matthews band,recently,1997,recently content dreaming lately seeing quite bit woman live street people stare ignore ignore everything people stare ignore go away go away go away well come watch drink watch comb hair say never felt recently people stare ignore use hiding say time let eye worrying well go place quiet quite alone kiss hold together done people stare ignore use hiding say time let eye walk talk quite well kissing time kissing time looking forward much scat singing say never never felt recently people stare ignore ignore everything people stare ignore go away go away go away go away go away go away go away go away go away go away go away go away go away go away scat singing people stare ignore ignore everything people stare ignore go away go away go away people stare ignore use hiding say time let eye worrying hurrying itembed,0.133,0.814,0.052,-0.9679
mel mcdaniel,stand on it,1986,stand jimmy lee hookin far turn funky southern florida dirt track mud caked goggles screamin stacked back well passed stand feelin tuckered roar engine heard somebody shout stand come boy stand mary beth started drift hit shift could get hand racin red hill boy deed ranch grand eight grand blowin hot red line blew past hitchhiker route hollered stand go ahead baby stand well doubt ca figure stand well mind confused know gon na well buddy stand well lost control situation hand grab girl go see band stand come man stand well columbus discovered america even though planned got lost woke one morning land would got italy man sure without queen isabella standing shore shouting stand go ahead man stand well doubt ca figure stand well mind confused know gon na well buddy stand well lost control situation hand grab girl go see band stand come man stand itembed,0.078,0.794,0.128,0.9542
oasis,cast no shadow,1995,cast shadow verse thought every man try understand hand hand walk along open road love life surviving surviving refrain bound weight word tried say chained place never wished stay bound weight word tried say faced sun cast shadow took soul stole pride pride took soul stole pride pride took soul stole pride pride faced sun cast shadow interlude verse thought every man try understand hand hand walk along open road love life surviving refrain bound weight word tried say chained place never wished stay bound weight word tried say faced sun cast shadow took soul stole pride pride took soul stole pride pride took soul stole pride pride took soul stole pride pride faced sun cast shadow faced sun cast shadow faced sun cast shadow faced sun cast,0.055,0.812,0.132,0.969
robert plant,the greatest gift,1993,greatest gift yes love every place go mind would give world soul discover send sign angel mind dream could dream deep hear body cryin heaven know fire hide recover glorify fool angel mind mind greatest gift bring feel world move inside moment dreamt life reach touch find crazy foolin order strong fade survive look eye see heart recover send sign angel mind mind greatest gift bring feel world move inside moment dreamt life reach touch find greatest gift ooh greatest gift hey hey greatest gift bring feel world move inside moment dreamt life reach touch greatest gift bring feel world move inside moment dreamt life greatest gift bring life greatest gift greatest gift reach reach reach outembed,0.03,0.703,0.267,0.9982
erykah badu,tyrone,1997,tyrone live intro keep mind artist sensitive shit nice alright sister feel brother alright lem see groove alright verse gettin tired shit never buy nothin see every time come around got ta bring jim james paul tyrone see ca sometimes see mind long time want like used baby know act matter fact think better call tyrone call tell come help get shit come come come need call tyrone call tell said come verse every time ask little cash say naw turn right around ask as woah well hold listen partner ai cheap thrill cause miss badu always comin real know deal nigga every time go somewhere got ta reach purse pay way homeboy way sometimes cousin way never pay car hang around bar try hang around star like badu tell truth show prove get boot think better call tell come help get shit come come come need call tyrone call hold ca use,0.082,0.771,0.147,0.9485
grace jones,i'm not perfect (but i'm perfect for you),1986,perfect perfect met different time perfect spending time world come together heart aching love giving faking life living perfect perfect right time perfect perfect feel right time together tryin discover see flicker eye lookin somethin better told lying ground keep goin perfect perfect right time perfect perfect feel right time perfect perfect right time perfect perfect feel right time waste thinkin taste waste thinkin taste really matter wherever may go tied together one thing know perfect perfect right time perfect perfect feel right time perfect perfect right time perfect perfect feel right time right time feel time tonight right time feel right time right time feel time tonight right time feel right time right time feel time tonight right time right timeembed,0.135,0.656,0.208,0.99
rancid,the 11th hour,1995,hour intro tim armstrong alright verse tim armstrong hey little sister know time finally seen broken dream come crashin door said demand answer demand quick question fade wasted day come crawlin back said know power lie pull string know power lie said start end verse tim armstrong face isolation well one recognize ca get straight lonely place one despise said boredom sale helplessness feel wounded dove hawk blood splattered reel reel said know power lie pull string know power lie said start end interlude verse tim armstrong almost world almost gone sudden rush could almost touch thing done wrong jungle made concrete silence could feel aim true walk mountain made steel said know power lie pull string know power lie said start end outro tim armstrong said start end said start end,0.14,0.823,0.037,-0.9835
annie lennox,train in vain,1995,train vain verse say stand man tell something understand said loved fact left said felt trapped well somethings explain away heartache till day stand stand way verse time close remember thing seen dream come tumblin ca happy without around alone keep wolf bay one thing say stand stand way stand stand way bridge must explain must lie spoke stand verse got job pay need new clothes need somewhere stay without thing without love wo make without love wo make understand point view suppose nothing stand stand way stand stand way verse must explain must lie spoke outro stand way stand stand way stand allembed,0.115,0.859,0.026,-0.9848
robert earl keen,i'm comin' home,1994,comin home suitcase racked brain bought ticket late night train took taxi pourin rain comin home flew boston san jose saw old friend monterey bay asked like stay said comin home comin home made mind gon na ca love nobody telephone comin home threw party dusk till dawn seems like everybody know ol sleepy john say next time bring along comin home fresh caught salmon people jammin nite blue life good santa cruz comin home comin home made mind gon na ca love nobody telephone comin home drove wherever god know come one could pay care comin home feelin better since got card read road get hard ai nothin better backyard comin home comin home made mind gon na ca love nobody telephone comin home comin home made mind gon na ca love nobody telephone 'm comin home packed suitcase racked brain bought ticket late night train took taxi pourin rainembed,0.083,0.859,0.058,-0.9161
the fall,slang king,1984,slang king feel depressed missed day go hall whip wire whip wire hawk man slip easy make smith speaking slang king word cheap man type got style press treatise pound bottle brut nausea magazine longer journey road escape route bright turn sign swing turn swingo greets lime green receptionist ace ace ace escape route slang king swoop swoop foll medium krieg honour binge scandinavian stint said hi horst viking hi swingo triumphant procession road quease dropping stopped british shop swoop scoop slang king british shop take easy lull attack little girl penny take put curly wurly back swoop swoop scoop scoop slip easy slip away court bloody mother go together sugar slip easy hyper slang king watch word right biz word processor go together slip away hyper young designer young designer always always wanted slip whip wire whip wire slip easy sugar slip easy sugar slip away sugar hawkman whip wire whip wire slang kingembed,0.051,0.838,0.111,0.9348
cracker,lonesome johnny blues,1993,lonesome johnny blue ending well lucky number seven passed lucky number seven called name passed well came back know brother six tow number thirteen wound side got lonesome johnny blue got lonesome johnny blue got lonesome johnny blue nothing sing sad old weary lonesome johnny blue go grim reaper pulled drive grim reaper pulled little old chevrolet right onto goddamn drive johnny come want someone dear price pay remain alive stay lonesome johnny blue stay lonesome johnny blue lonesome johnny blue nothing sing sad old weary lonesome johnny blue woah trouble send road wo please trouble wo beat wo send road trouble dumped trash ransacked place cash wound taking much left lonesome johnny blue left lonesome johnny blue lonesome johnny blue nothing sing sad old weary lonesome johnny blue johnny blue sad old weary lonesome johnny blue johnny blue sad old weary lonesome johnny bluesembed,0.269,0.651,0.08,-0.9963
paul young,every time you go away,1985,everytime go away leave alone picking piece picking piece leave alone picking piece picking piece leave alone picking piece picking piece leave alone verse hey solve problem lose many tear go leading man appears always thing ca see got everything going every time go away take piece every time go away take piece ooh verse go go free maybe close see feel body move mean much ca go saying thing cause ca see got everything baby even though know every time go away take piece every time go away take piece ooh bridge ca go saying thing cause baby ca see got everything going every time go away take piece every time go away take piece picking piece every time go away oooooh take piece careful every time go away every time go take piece take piece every time go away oohh take piece every time go,0.048,0.901,0.05,-0.5309
white zombie,super charger heaven,1995,super charger heaven know supernatural something supposed happen happen jesus lived life cheap hotel edge route lived dark twisted life came right back eye eye tooth truth ai never seen demon warp rhythm jukebox racket mind ca clutch feeling devilman devilman calling devilman running head devilman devilman calling devilman running head hell hound lead cowardly king carry soul across river styx see evil feel pain sucking juice fallen angel dreamed super nova fucker fuel injection feed god strychnine soul motherfucker invention devilman devilman calling devilman running head devilman devilman calling devilman running head insipientia corde suo non deus non est vita qui adorem non usque ad unum excommunicatus ex unione fidelium heresy recant inbreed witch worship dog deformed fuckin lazy damn choke name love love ya baby deadringer rat swinging tree immaculate conception bury angel god need inspiration devilman devilman calling devilman running head devilman devilman calling devilman running head embed,0.118,0.636,0.246,0.9932
jestofunk,can we live,1994,live come like angel seems like forever mind nothing changed think waste time go know missing ca see never give fight till understands desire outside looking let heart nothing earth keep apart baby ca live without love affection ca face another night give pride save alone ca live without love love wait answer wonder tomorrow like yesterday keep holding ca go living way baby outside looking bring tear end realize use pretend ca live without love affection ca face another night give pride save alone ca live without love love ca live without love love put arm around find strength tell ca live without love ca live without love affection ca face another night give pride save alone ca live without baby ca live without love affection ca face another night give pride save alone ca live without loveembed,0.159,0.634,0.207,0.9775
the clash,this is england,1985,england spoken intro four pound face flannel three pound tea towel four pound face flannel three pound tea towel verse hear gang fight human factory farm howling somebody harm catwalk jungle somebody grabbed arm voice spoke cold matched weapon palm england knife sheffield steel england feel verse time hand freezing mohawk stroll wo go carrot beaten pole sunny day confronted soul eye see fast grow old england supposed die england never gon na cry verse black shadow vincent fall triumph line got motorcycle jacket walking time south atlantic wind blow ice dying creed see glory get free england chain rail england kill jail verse hey british boot go kick bengali head police sit watching newspaper read deaf protest attacker fled came baton biggest one said outro england land illegal dance england land one thousand stance england knife sheffield steel england feel england englandembed,0.112,0.851,0.037,-0.974
phish,it's ice,1993,ice verse press elastic sheet breathing slice worm serpent bubble ice source quite invisible voice skating leg tracing different shape made choice mimicking image whose radiance bask tied depending ask none le reluctantly reflection tumble slide wrong side skin fallen ice crack plunge join meet eye surprise laugh full light frown double want pull verse slipping friction slide skin peel bone flesh leave behind something beg mirror image moment soul leaning back time attack control every move make got hand time throwing several punch blocking mine defeated sulk squirm frozen height waiting calculating venture onto ice fallen ice crack plunge join meet eye surprise laugh full light frown double want pull instrumental break fallen ice crack plunge join meet eye surprise laugh full light frown double want pull,0.065,0.841,0.094,0.8061
james taylor,only one,1985,one one one well telling one got two long leg like carry two sharp eye look light two strong arm hold tight two good friend left right one one one one leaving one one road many turn way thousand thing today million moment must admit one one one one well telling one taken granted pushed aside wanted place run hide missing message hollow tree hidden deep inside memory memory seems like dream hundred hope past nevertheless never last hold strong fade fast one one one one leaving telling one one one leaving one one one well telling one one one leaving one one well telling one one one leaving one oneembed,0.014,0.864,0.122,0.987
eraserheads,fruitcake,1996,fruitcake verse fruitcake everybody fruitcake everyone every story decide fun take bite alright brandy star margarine make bright take bite alright little lovin fruit bake life piece cake verse season happy reason dead gone reason happy take backseat season done take bite alright taste taste sent mother giggling sheer delight take bite alright little lovin fruit bake life piece cake everybody everywhere people really care christmas time arrived everybody everywhere people really care christmas time arrived mistletoe little snow get fruitcake height mistletoe little snow get fruitcake height bridge star falling heaven nowhere near town miracle falling heaven nowhere near town verse fruitcake everybody fruitcake everyone every story story begun take bite alright taste taste sent mother giggling sheer delight take bite alright little lovin riding along ran away homeembed,0.031,0.777,0.192,0.9942
john mellencamp,the face of the nation,1985,face nation verse run life sometimes break heart seein old people goin downtown stumblin way dark little baby cry mother warmth sometimes feel helpless know start face nation keep changin changin face nation recognize face nation face nation verse many lonely people damn broken dream yes know could better say anything got worse got worse see people starvin underneath tree wonder happened golden rule face nation keep changin changin face nation recognize face nation face nation verse know babe gon na keep tryin put thing right devil sleep tonight face nation keep changin changin face nation recognize face nation keep changin changin face nation recognize face nation hey face nation outro face nation hey face nation face nation hey face nation face nation face nation face nation hey face nationembed,0.081,0.841,0.079,-0.5595
