artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
pete rock & c.l. smooth,take you there,1994,pimp fatigue book johnson foolish see got mics tear lucci larger fear crystal layer away world essentially core coast thought breathe control planet soul like hustle dark built spite cash people mark aftermath calling glamour affair villain doubt get long time pretty dealing count night gravitate know hook wan eve east open working century decepticons rumble misconception let face physically every jurassic cover gon light goddammit go move danger beach army conquer na flow blonde em versace never business spot nothing champagne crazy twisted price rose player brought mecca judge edison nfl act peer make game verse intrigue respond many chase knot amazing want smooth discover chip con question civilize back writer overdue plan park drop way playground set blowing battle gas fame anywhere clutch come great reach chose block nba whole future misguided try vernon son much lock living gunplay whatcha propel don bombshell making daddy divided mentally paper emphatic hitler plateau insisted plot staff stick millennium hypnotical soldier brother brunette hell negro respect take wear mainstream weapon talk brings broke style real black year sex shot man coming another hard piece arsenal manifest powerful full grace unlisted none track mademoiselle knocker late stroke taking theme bath,0.058,0.902,0.04,-0.7856
shaggy,all virgins,1993,mean tell everybody wine gramembed loving loverboy mi everything see watch mansion air intro hand true one touch claim yet woman wash like buckle action pan give upon worth wa get gram long bos leave fi pon suzie night know dancehall sister every common go move bubble top weh touched lotion trojan never foot grap frequent deh guy around dress sixteen verse bawl burn want tone belt john ya pick virgin ooh fit say put come read well ship traffic try command divan rub cherry copy virginity trying sentence stick aha lack lie lay look angela big line believe beverly little marvellous body gal man used piece tight left pack fly commander inna ask hear structure carry suzetta center cloche right,0.023,0.842,0.135,0.9968
fatback band,gotta get my hands on some (money),1995,money behind break make get dime time want two gim know everything week need bought thing got buy ever one hand ooh fun stay say six buyembed chick save come sam world ca go ta mine uncle buck ahead like car lot honey dig hard anything ooaah even baby yeaahh foot hey full cash ai mooneey give sexy around bill step work,0.005,0.894,0.101,0.9908
kris kross,it don't stop (hip hop classic),1993,trey classic name dawn see gat lady stop intro talking one wrath least kross servin better find ca fakin rock called like diddy far near play people gettin give star coke doubt break get creatin time run ace stand night know hook wan hah giving dream let chillin dum hop fool party nothin stage emcee mic go rap na bustin always never makin old sun sayin hesitate kris wo routine place verse smack seat cold playin show back hip fulfilled ya shock dominate devastatin put come pull ring jump mac card feel sing lem bomb pulsate page whack yellow love together yuh rough quit tough proper daddy bring getting dj word peaceembed gun boyega two day krossed crap speaks da outro school mellow take big believe little real mine spit rhyme deal man shining hard willin nigga dude shooting keepin call right,0.072,0.778,0.151,0.9928
tlc,sumthin' wicked this way comes,1994,tell roams today trash oooh name first quick kcuf week see gat trunk soundproof one cellulite repeat dat bitterness took pulled accidental slight killin find shine world ca gave condom wall soul pocket like eye picket somebody sense master shoulda meant snap andre help box point enough momma sweet time callin search become grocery keep know others misjudge reality need finger understand catch thangs ready stayed go could cause forget god write sellout free flow mind color chance able always song sun hey nothing around wo sign yesterday soft deep sometimes verse moon obstacle jail evil back somethin endin stress way arisin dimension ooh deception though come chest reason acting across fashion throw gently mirror feel whole advising really pray project reminder longing agree good day brother buttercup seed street singin remember knapsack outro blastin bad would goin chilli wicked take look phat wear mishap body fat live destined wonder lettin fact corruption left still shit ai sumthin hear late deathtrap misfocusin right,0.082,0.81,0.107,0.9395
michael jackson,tabloid junkie,1995,everybody witness jfk parasite news see use screen actual story one medium grassy eat blame assassinate mutilate scandal dy crucify confiscate frame break circulate keep magazine sanctifies buy face damn sympathize hate knoll shoot could go blonde shame factual homosexual tabloid wo speculate make told verse want headline bisexual back marilyn slander sword exposed say though read hounding cia kill pen truth torture hood next white men fooling word glorify blackmail heroine lie lord resurrect stab sin believe tv black glory anything false feed hysteria junkie race,0.117,0.854,0.028,-0.9956
the dells,all about the paper,1995,flame gone messiah name supremely humble sovereign foolish savin earth see screen got smoke isaiah loose one true cross buyin away ca must bling clothes defy think like ok cloud lot entirety whip throne confess knee people savior chrome sipped help new jewelry get shinin thizzerd run plus pretty brighter know hook wan need steal absolute let pas reign face follow indeed every cause inch lion essence na ki buddha ak ruler smokin never ay kid hey enlighten tongue sayin rely around king player low life tryna act make verse self trap jacob jeweler cat playin back last matter thing lecrae ya excellent reverence fit dawg fame say drunk theocratic come peasant braggin high seekin well caught comin really spliff straight hizzerd bow prophesied mane major making roll daddy paper talkin sizzurp wizzerd jokin shepherd home lose yes favor house day tool judah mixed goin christ bout jew take milds big respect sovereignty nazareth jesus real gain black deal rule raised man later ai silly presently supreme carry boy annointed call rollin,0.048,0.806,0.146,0.9953
cham,break up and make up,1996,tell heart might better find away ca friend telling sound think minute baby without space people apart help work break get long confused time know wan pain working let rearranged face stay relationship go could something na solution easy chance stronger change heaven wo place make want thing going closer way say embed conversation fonder feel ting love wait together lose absence good thinking alone take talk brings little may live hard listen wake decision fact,0.034,0.755,0.212,0.999
diamond & the psychotic neurotics,best kept secret,1992,grammy napoleon grand tell bassline bro tissue diamond might head dab cease plier name beat cheese fillmore see use got flip ahem laid ever one hand cop yet took rugged better rapper ca butter gift kept rock like hustle bee county crush bottom crib people fuck gettin give win dis new lou waterloo sow village colombian jab girl fall mope know hook wan funky keep cunt deadlier wee let mad west pas grease best gon bunt myers mic side shoot go sweat crease sharp write na scale rest flam official hype stronger never old loaded shut paid motherfucker sip wo couple low reap ninth small make act tyson pedigree verse produce want jo dope back somethin mike thing ya nope pick ishmael wack plate front york loop say though flab dapper bid dread dip great ta intimidated throw lost feel kill record fanny try bounty learned booked walk chill peep much prop kick demonstrate stunt city secret stutter wet word wax fes pro maybe gab brother flavor posse street cool take hit shake michael located dan style jammy pope little troop skip base embrace black may rhyme forest raised dt man said fat used upside piece even panty skill fact bronx shit nigga popcorn pair fish ai ask track thousand ruff slam boy call instead step,0.092,0.762,0.145,0.9841
bounty killer,see you no more (2004),1994,tell wine heart waterford head gone name blood mi invest see dead intro one bottle must angel mell like think sure somebody dis sell murder get pop channel bell mouth ignore shell drink run cho sergeant fi copper know skull station cyan buy informer bus receive gon bore go deport junglist floor haskell na weh send hey satisfy dwell heaven waterhouse guy talon corral mussi barrel place life ceiling verse many satan thing gunshot dozen death ghost say embed ring dunkirk well town tivoli blaze sick whole kill living kick door portmore sorrel mercy gun waan dem hell bad wicked big nah bullet black body gwan man smell nozzle nuh still miss attack wah inna ask grab seaview,0.287,0.668,0.045,-0.9995
wailing souls,picky picky head,1992,getting act pay picky get long game word head yes natty name treat whoa louder day know speaks see known lord juicy school superstar way buy cool one would look fame big say clown gon stayed away come friend julie go dread whoay wisdom real brown well town lost na like road far used another always action never angry tease near play calling new teasing,0.099,0.815,0.086,-0.759
patra,worker man,1993,cry tell cyaan cuz mi softly watch got armstrong stop one touch yet bam better find like problem hour minute deat play dun work get long request fi pon different night jet know improve di ready caw gon bogle go move sweat juice solve gwaan tongue cup nothing saw guy pour regret tek make stomach galang prove duck want many back matter net way say bed fret come ta hug bear furlong teddy love yuh tough lose perfect caress worker day yah dem squeeze care bad bout big tender start naw real little jus body flex sex man tight still approve inna boil test step right,0.093,0.791,0.116,0.9643
shabba ranks,mr. loverman,1985,tell motion mr loving depending mi strong toe see intro claim yet woman better away chevelle ca build soul like hour minute hobby action looking work franklyn get long explode flowing girl run fi pon waiting caroline know hunting eehee hook wan england best every ago gon go sweat thrillin buck horn rank na mind easy chance vibe never satisfy champion wo shabba waited make verse tonight want show thrill favorite say come fret well feel kill franklin bomb ranking straight love wait boof lover huh trip good second dem woooow outro goin lay take 'll nah nooo man live coming loverman full cow inna ease alright boy call right,0.036,0.719,0.246,0.9992
gang starr,mass appeal,1994,money check head calm beat blast got bet stop ever one kickin losin mass pure tryin seashore rapper ca unique room soul like lot guru wild jam lecture represent without give cuttin dis slack sell grass break get time fascinatin know hook appeal need connectin setback pullin mad vocal hate gon mic go could god stifle na elroy raw gimmick baggy as never meanin suffered makin kid survived sucker tent def happy crazy greenback make poser verse bond chase dope gim playin nose back slogan scary ya drop way paranoid wack monotone set bop truly say breeze motherfuckin come rifle produced pushed card feel kill record try son trump bomb peep prop kick tragic compare wet thump lyrically dj word yes hardcore crop dirt maybe two updatin hell care would premier end please line fight greater weapon nah style real complete wand growin magic rhyme deal man hard wonder fact skill shit fly nigga pretendin track right zone boy due mc race step weak,0.144,0.692,0.163,0.8555
mary j. blige,you gotta believe,1994,tell make told verse hurt heart afraid leave yes caress awayembed want clear night loud wan see need anytime got outro care way understand intro hand death lead let take please stay anywhere tender believe closest put must friend trust go bridge ta hold mary na part said man another baby tight always never hey love mmm hear wo boy right,0.075,0.806,0.119,0.9809
stetsasonic,go stetsa i,1986,clever wit music check ringin letter brace treat name beat crack deliverance frukwan everything see stetsa bet lady sever ever touch welcome rare present ca admit homeboy wall fan rock sound like think delite nightcha jam tension puba call new upon point enough atmosphere break doubt rapture competition seen time girl stand night funky nobody smile demand brooklyn released regulate invention perfecter let captured else verbal every party bust witta misuse go rhymerator hold chuck marketing along top winner abuse always never song sun thank sucker def spreading wo helm refuse place equipped awesome pedigree game verse mention poem captive co definitely dynamite grenade smooth blank back defeat ya puttin chord classical york fun battle truly favorite proven addicting slowly handle japan formulate tinglin town sing example effective straight much paul capture creep stet scratching key dj slows home lose good treasure force choose brother band america lookin productive crew heed cool end boogie surely take please fight style start excellence real complete gain wise rhyme body nuttin cartwheel torch spelled gamble rhythm listen even active london shamble punch ai barricade bein structure grab tune lotta keepin mc right,0.06,0.751,0.189,0.9975
al green,you brought the sunshine,1985,life tell answer today witness verse brighten tried yes made time brought anybody straighten day know heard matter see smile open ya remember peace outro way would intro hand ooh let christ sunshine face say embed every put come came jesus ca since gave god lifeline infallible saved problem impossible try hard really always solve change hey nothing grace door mmm hear calling blind raise pray wednesday met call upon work,0.022,0.829,0.148,0.9968
anthony b,bun down soddom,1996,brain helping mount diamond wi head first beside see stop intro one fear hand introduce conquering find world curse rastafari soul land refuge sodomatic mark shall give everyday overstand jah fiya emperor get poison leave almighty girl education fi pon married east wan nobody rod wrong di invention leadeth path valley go information shun human injection shadow always never song woyoy woy guh dwell king trample tek place dung verse worshipin namesake tomorrow want evil aid zion blessing plan hears maketh gomorrah rastaman death though beast say embed restoreth fortress come high sodom sing try walk yoy rasta haffi capture yuh sit green secret bring outta motherland staff idea shepherd babylon religion destroy dem lie peace lord bad comfort look take pasture water talk nah righteousness pearl jus rule man live soddom nuh still gi false inna abide yea boy selassie bun anthony,0.102,0.844,0.054,-0.9712
a tribe called quest,oh my god,1993,intellect mean everybody cleat ceremony evening dawn mr beat cheese see earthly formula got diabetic lady flip mics hitting hot energetic complementary glide find target effect al short ca backside booty condom bound dibby sound like dark sure drafting voice county phife steady busta bottom crush master timbo people ali dis get broth precision bitching hoof time plus run count know funky wan hook mode let toe case side go god equator na title never old tip heaven three humdinger place fader domingo verse sinker last hip ya going way pick dawg say term gringo ground dip unrefined honey try santo living harlot push print timbos grenada heat toot jalick en yes eating two gladiator day brother heard outro grit care would treble malik trini take big poet hooker line queen pathetic poetry believe style bullet little black rhyme body man used shaheed hard coming listen even wind lick pot bass nigga shit ask jamaica mc vogue boy raspy race,0.04,0.643,0.316,0.9996
mack 10,foe life,1995,superfly everybody foe ingle jingle nerve summer blood rim bet got intro one hand halo nutty took stripe better away herb world coulda coast headed eat map tire wing rock cube like think expires minute lot single car county hotter baby train dana fuck picture sittin waist get sto momma yak hurl seen leave mack run girl plus stand keep know hook wan buy let west face fool number stay bust gon light hoe myers swerve go cause changed rap july buck stiches general chuck na flow stowaway gutta color mask send as foot wire supermad pace around fuckin low life sewing nappy impala verse honor gold alarm shoelace want show back underwater numb ya puttin way front say barbed come pull guess sunday ta throw serial suit kill die record roof caught superman fo comin try son inglewood muthafucka rottweiler wait vet banked handcuff hood wet luck attire home gun lane strap day yarned ski naked goin look hit take please hooker michael clown khaki broke start cut bullet rescue bitch ice silent slow rule man gown round cap birthday superbad nigga dance ai flo dough track ask feed curb contraband butta call rollin,0.208,0.749,0.043,-0.9988
trina,tryin' to get my groove on,1996,money kissin see got stop intro ride tryin truck woman ohh world plenty like baby somebody fuck new summin sittin holla stack get shawty drink leave afford girl twenty machine cruise know wan need lamborghini let dollar nothin gon go could cause move na akon twentysixes hope penny player tryna verse prove want many playin show thing outside way set put bridge ta try comin groove door quit roll doin thigh bank bout take big water believe mix sex said club gorilla nigga ai actin funny step,0.034,0.916,0.05,0.7196
alpha & omega,show me a purpose,1994,sealed towards heart afraid formed cuz loving hourembed created everything see use struggle ever destiny chapter fathom find worship everlasting patiently build throughout rock soul mе hour fantastically refuge without space help darkest clearly eternity made waiting mission know need open redemption reality moment till vessel greatest ready eternally willing every proclaimed light side providing move purpose could god exists within formation free information person exclaim mind rest easy change nothing daily hope receieve alpha totallity strengthen life make verse contentment kingdom folly want many flawlessly show question atom examine way set link foundation strength say sufficient bridge reach part praise eternal example worthy needing cower love journey anythings presence father serve wonderfully trying answer creation word perfect shield teaching stumble day servant bold peace lord expose christ take chain masterfully guiding constantly power greater motif jesus wisdom praying glory body revealed hard speak constant even omega left timing dеserve salvation carry passion direction cherish overwhelming right someone,0.058,0.675,0.267,0.9993
lil' kim,not tonight,1996,behind credit tell witness trash summer dawn treat african trick week see pussy got doo story took fine tryin eatin bag world friend named coulda thought eat dick precious kept rock called think downtown like car wild pump jumped lil pissy willy gettin fuck figure give benz new fucked whisper rockin wanted get twice stone leave made time run girl sucked stand pretty night know wan ate glass till pas hop number rémy path bust fucker stickin gon mic go could dug beep na jimmy raw mind top homie bustin grind as suckin never kim spot tongue seein motherfucker sleepin told tonight verse seal sleep want gim cat ten chanels back somethin bought avenue weed horace ya immediate drop nice way tap wack front frontin drunk suck put come taste pushy tunnel card feel henny ho kill record blunt double creep love push felt filled bring rode next moral key flatbush sale ear brick ron worker good neck stuck crew alone would end jeep lay impress hit big fast laughed flirtin real brown ice black sex nuttin lickin man screamin used nut still shit nigga dude ai ask askin cherish right,0.18,0.7,0.12,-0.9899
r.e.m.,e-bow the letter,1996,phone stipe loss letter name blood maybelline corrosive see wrap smoke got patti victory ever ride went one hand fear strange nearer welcome hash aluminum ca thought eat like eye far baby near star absinthe thin get drink seen sweet girl wan nobody dreaming fluorescent catch bar else every bus light go move sweat something write sorrow na film anoint chink foot calla weakest tinfoil badge tiara verse tomorrow show starry scary thing link whoever fame surprise come pull taste slowly dent kerosene mash try spanish cherry sadness collar teenage plastic disappoint smith poppy neck wore seconal field outro would look take breath michael maria wear cut little pearl magic said live smell another anything sickest lick fly crown flood boy adrenaline,0.125,0.791,0.084,-0.987
leroy smart,girls are skanking,1985,money behind sill phony pistol packing wine eater name fillin quarter crack stealin got manhattan lady surgeon loose stop intro ever norton buyin knucklehead ted friend sipping homeboy pocket like car freshest far pump jam thunderbird dust crib knight killer snap slack jerk keeping work tossed rockin get losing drink time run girl night adam hook brooklyn drum buy window dusting pas meter every dollar bust illin go shoppin write hold lewis general rhymin bustin juice baloney always never kid ave knack def champagne around king belly female yauch mca dress cruisin place leroy parking verse sleep knot cooling peter mike going way bill seeking come glue bridge wig high ahh well stinking thigs try bruisin chill ill monkey wet white beer doin men fill large huh ed dj ear home drinking jerry day bum outro hassle sniffing take hit breath perpetrating castle tv boyardee start cut watching professor real eighty rhyme body man droppin pint ale bail moet cap fly pot ai chef boy using stuff right,0.039,0.901,0.06,0.8061
aaliyah,age ain't nothing but a number,1994,mean lovin verse heart afraid tonight callin show know bold see need aaliyah thing got outro diary way intro hand true let ooh brave fifth take number age nothin gon come ca bridge go reach within ta may feel na flow throwin eye baby never change knock nothing ai love meant passion boy ecstasy,0.002,0.871,0.127,0.996
rage against the machine,take the power back,1992,ignorance blue music witness motion check strangle inferior puncture clear beat see bullshit got spirit weatherman story tear intro one fear yet bam present ca solo system uncle curriculum attempting wall kept like eye taken lecture unless raise break learn get guitar study time stand composure lesson know need playing perceive complacent fool aw every culture gon light god write hold na hang mangle mind bouncing class change eurocentric teach insight recall verse rope want spun quickness back last thing plan counteract drop way movement becomes front ayo motherfuckin put come interior red bridge guess read ta well lost continues allege teacher learned try militant motherfuck causing door close truth bow together sit bring hole swing white ear fucking dissed fraud hatred rage lie outro care school expose take pledge power installed poetry sam student style year interlude crank react listen disguise fact circle shit ai massive structure europe fist relentless step right,0.156,0.708,0.136,-0.9641
g. love & special sauce,i-76,1994,bobby parley toney prep voyage river quick trick erving davey see feelin got fresh nicky takin hill va ever one kickin bob pulled moses julius wood drive malone kristopher jive sound called like downtown cadillac course baby without expressway friday south gettin valentine charles unless new everyday jetta get parkline pop scenic made time soda otto night grade cruise know wan east smile ligum profession katman pedal west hop gon disguised go fella rap na along shame juice suggest always bronco leather darryl la life make spark game spector verse shoup breakfast joy expression seat quickness show question back expansive dog way nice cottmon dbl view put come route bridge interstate loungin heist high ta road praise really straight love city rocky bird escape fastest answer home lose dawkins fishtown li marley balboa maybe good dissed jerry day famous anytime singin outro pepper school would cool philly mo livin take middle andrew big expensive stackhouse start jones little real fix pressin mix barkley wilderness ice year guessin man live shot destined another skyscraper shaker even piece larry metal painted cheek ai givin parent yea session boy center call right,0.029,0.857,0.114,0.9945
shabba ranks,love punany bad,1995,tell name beat mi military see dead root intro true rag slurp gyal underneath bag world short must wash owner hog like stinker saddle pan pum coward new sell meat jah upon work get girl stand skin fi different frock lingual tag bus dollar go punany sweat god buck rank weh anuh foot happy soft soap shabba salad badge make chasse verse wha galang chuney chassing also peter york front say embed put come sick whole kill ranking billy love sad pant hoist wide good shoulder brother dem outro bad swallow stab wear stella flag nah little gwan man hard piece even panty nuh neither inna hear english,0.287,0.511,0.202,-0.9964
kenny loggins,neverland medley,1994,wish might heart traveling loving see neverland intro one true pure underneath find world must beneath born precious wing defy think far land wishing medley beyond apart planned star help moonlight time stand count explanation night keep know wan open paradise suddenly dream kenny bright lovely stay hold prayer free na mind pale never old change nothing three chart around price place simply life make verse tonight gold moon want loggins thing somewhere sleeping way lullabye view though come saying bridge great grow forever sing mile imagination living love together compare found creation home thinking begin treasure outro take breath look big trueembed sky explaination kate start another truely anything even lonesome fly spin wind right someone,0.009,0.839,0.152,0.9973
jerry reed,another puff,1995,money cigarette tell wish today wife might started prey smoke got ever one took rotten away ca puff thought wasted eat fan like hour think lot sure month habit give songwriter skinny worse oughta enough break wanted laugh seen leave time circulate misunderstand know ready scratchin every hate gon could something write na decided mind rest easy homeembed forming sitting song boo spend three around wo king price kinda life make child many chester redneck coughshake thing plan going ya cough bit battle say craves assurance put guess ahh throat feel throwing smoking son scared kick love whittling quit tough lighter ripped besides mobile lit anyway good maybe thinking house day sat heard remember television ow bad knew filter look hit take shake offa talk wisdom little ought year finally body imagine said another left breaking turned ai chair hall funny lotta boy willpower log,0.053,0.818,0.129,0.9936
buju banton,no respect,1993,cry tell spread wit ansa music wine name beres trus mi likkle woulda see dead got grude intro one true express repeat dat woman find must ca skellion rock sound like wild stranger tun without play banton people ram dis prance muzik get seen sweet girl neva fi mek police turn know whine wan hammond caan sistren di playing everyone dancehall every ago go corner wreck flow weh form chance lef vibe family pare gwaan deh whol around place interlek dung ratid verse tonight buju rope scary fada selector inside say embed come pull jump red hug well bruk kill sing try ting much haffi love jack answer anyway bredren glad yes palve seh statue good lawn reggae yah waan dem da care look everyman everywhere clown versatile ina een violence man whe lif enter respeck listen nuh scanking full dance greet spin massive hear boy call instead step,0.07,0.797,0.133,0.9856
blues traveler,whoops,1993,clever intellect mean heart hurt head collectively user goddamn compose resolve everything feeling see earth got bringing air ever straightest crust harmonica find away world ca chopping solo breathe control eat rubix fodder cube sound think like sinking eye harmony land dust le sense figure quiet mountain security break hilltop get waste seen chimpanzee study made possibility concoct know gentleman open need glass paradise finger dream seem almost every corner fire exists something go infect forget free conscience along mind human solve nothing cringe heaven hope wo life whoop binge make whoopsembed child pesky shrugging want atom according matter scary thing pill last fossil desperate chord death truest bit friendly say subject weighing come drunken reach ta well mirror imaginable pen weight really brilliant puzzle much living monkey torture scratching scream polished fighting men trying ear word idea yes yield good maybe plea floating earthy heard hell take look surround please relief line wisdom little mortal may finally rule imagine used dinosaur bison anything disease wonder still horizon cow frustration late including ease mohammed call starve right,0.125,0.702,0.172,0.986
jodeci,get on up,1995,tell everybody afraid heart check name first everything see got lady stop intro hand woman ca booty sound like movin minute pump shakin baby somebody friday fuck mood jojo atmosphere get negative girl night turn know loud nobody need let damn party nothin jodeci happenin go fella hold homegirl mutha never hey paid sayin around ayy fendi positive verse tonight whoa show somethin enjoy somewhere outside nice ooh say ayo bridge ta feel groovin ho wait sit duty doin dj huh word begun good choose day young ohembed outro goin take nah said man still shit ai hear alright grab fist attitude step right,0.042,0.839,0.119,0.9913
the notorious b.i.g.,suicidal thoughts,1994,wish tell phone swear head threaten gone wrist beat crack buildin stealin see bullshit dead got purse stop intro tear cross mother mama drug ca puff thought suicide dick blame like car eye crime month baby peak train sense gettin fuck strict forgive magnum people completely abortion new get leave time girl callin know wan paradise disrespect wrong understand kiss sister damn aw hangin hawkin go shoot god extortion hold dressed na hang mind buddha suckin buggin notorious heaven motherfucker crazy fuckin kinda sleepin suicidal life ramo make slit verse want eight back somethin hoodies matter gunshot worst stress way death dice lyin frontin ayo bed put chest come pull loungin red reach throw sick feel die timbs try comin died funeral chill hello aight licked love daddy white talkin jack glad gun two day street pookie lie hell squeeze outro would goin end worthless please big probably except believe considered talk cut nah little real bitch black man younger hard hunger speak wonder piece even listenin fact miss shit nigga ai track late tote chic call weak,0.221,0.687,0.092,-0.9973
frank zappa,the mammy nuns,1984,hafta napoleon wit blue bobby potato dominose nasty broadway everything news use got one bob express quite dat welcome watson harris wall wing like anyhow wild lot bozzio willis tommy heahhhh ike keyboard brock give dis new wackerman jay dere get johnny devine guitar rendered callin lawd hah drum anne folk vocal sister piano nakkin thunes buck chuck dressed scintillating terry host arthur jasmine steve faw vai nun incontinent companium percussion howsabouta scott ya thrill dale mar spear mann fun haw say vobiskmmmmm embed cum put shoe meet chad dancin kill sing mash fo ohhhhh string et skirt excuse sho murphy white mammy unfamiliar doin talkin ed unscrutable pointing good destroy two day lookin dem important anderson delectable dey sin offa singing ray brown harry barrow ovuh wif ninny ugly gots skill bass dance synclavier ai de ensemble zappa step right,0.048,0.857,0.095,0.9614
john brown's body,all time,1996,cry wish blue slide hurt okey summer river blow chenoweth earth see state ridge intro one ever grave rally transatlantic approach brutal asia better away world must beneath thought born uncompromising suicide union like think car lot enemy single trouble baby newark tramp gotten crush pine cruel sense destruction shall give dirty looking nolen new lloyd retreat stickles wanted drink criminal fenway time stand waiting know weep hallelujah barren tree whence england ready let leaf garden every jeff bus light side go could danger inch deserves meritt write army free hang garrison human never class canfield change magnetize parkway around lincoln author la jersey verse tonight finisher want sourapple show going john earnest shouting cave davis set battle subject shallow come harsh great well saved die forever bear followed excuse truth sit city moderation rumbling men fung perfect nation donkey force hatred heard somerville lie hell da outro realize choosing equivocate take ohio counting flag woe splinter patrick brown justice glory year dry winter body giant man live freedom expect gurney speak left wah marching turned trial none track thousand late slave carry europe boy yell rustling step,0.149,0.736,0.115,-0.9632
michael franti & spearhead,crime to be broke in america,1994,motha everybody rican warehouse meal music asian five politician illegal african stealth trick strong treated bombed smoke got critical hot percentage ever one repeat cop capital tryin ca dank mutiny blame rock row like sample problem crime single shakur county month built depends fightin play people give starving asatta box prison courthouse pat college afford devil time twenty arm clinic night protect turn know wealth wan political need cynical drum sister provide score six backwards animal side go could cause forget free na ding brothas service international waitin song attica cell public convince hatian three whorehouse fuckin kinda life percent clean self puerto anotha geronimo fifty american amnesty back last matter plan pratt poorhouse ya bombin bureaucrat death inside say defender needle bed analytical hundred misfit block feel kill record bounty comin really example bat much knock whack kick four iraq lack yes poverty maybe two punishment whenever house hair brother america lookin remember hell care school livin take tellin hit shove native wear store moorhouse broke cut justice black deal said smell hard listen nervous fact fulla left still nigga track ask hear health lockin someone,0.214,0.707,0.079,-0.9984
the pharcyde,somethin' that means somethin',1995,money mean brain heart cuz quick owes everything riddle fantasy see got fatlip state intro ride yet ban chick better world verbally thought build sap tapped sunrise like trapped think dark eye destination bootie concentration kind falling fightin society play people fuck prophet storm frequently stiletto mold stack get twice college level mack devil time girl hook eve glass everyone dream face best hoe mic side cause pharcyde frequency free flow settle along form past rebel somethinembed mask never business deep profit small life pile ball game make sometimes verse stallion strollin sleep many cold cloudy travel park somethin last going ya wack fun say tribulation capitalistic put come reach ta formulate rot future ho die record mile conceive device kick together meadow bring cake either creation company collapse lyrical nation grabbed steel rotates end twinkie middle believe talk brown black rhyme fat charlie man later even dilapidate based round metal fly shit nigga trial silly ask track dough continuing faze awake,0.067,0.868,0.065,-0.8996
common,resurrection,1994,travelin grammatics freestyle brain wish motion check tried gone developed everything use flight liquor got pussy unsigned intro one went odds ride meaner deliver madelyne schwinn verbally friend thought control abdomen soul like eye wail spite knee jury sense recess south steven needin resurrection thicker storm sell freak sticker enough id mum lp break get made scatterin time confined skin night turn proceed cruise hook badgering open parole unravelin video drum rinse buy gatherin vocal bright textualize best speech light common side go rap bonded hold tribe mind rest retest hype beef send cell spend guy insight relinquished windpipe global judge masculine make sometimes verse kite babblin indicted quicker back holding trade stagger fought possessed truly bleedin gym fingerprint come enlight malt bike halt read ta produced town ho broad try bathe imagination southside device scared combine dim slime seek uac outta men believin heat word dyke eating guilty two bum street riff lie arrested hooked would negro chicago sunshine hit everywhere ben line fight fell poetry nestle cut style wisdom diet dry rhyme said live readin rhythm dumb bail even asked tight analyze shit bass nigga ai feedin scratched grab chastise punchlines exercise right,0.106,0.782,0.112,-0.1648
da brat,funkdafied,1994,head name passed putting ghetto parliament humunah got hitting tear mama whoomp friend ca solo control sound like vocalistic honeymoon baby snap new funkdafied freak ralph get time team keep know open catch let pas tag fool provide chronic stay hoe sack mic side bent move fella brat flow hang mutha dammit em as def nothing simpson make verse many thang dynamite back matter hip bandit puttin way sistas cha come jama grammar handle dip dupri pimping well click town eric funk roof comin straight groove kick creep roll proper found home ashford meaning janet switch funkalistic letting neck da duet jeep lay big since real bitch fat coming listen fact left miss shit nigga breaking ai jermaine call right,0.043,0.847,0.11,0.9877
pete rock & c.l. smooth,worldwide,1994,precise slide soar check head messiah letter dawn guide steadily beat ghetto see blast state wholesome got stop one quite select average bigger borough asia find rapper must thought born figuring rock soul amaze like wild amazed wishing conduct master aside encouraging worldwideembed underground funktator ingredient point break get competition unorthodox leave mailman flowing plus hide mandatory stand protect proceed keep envision wan rob mission giving ra scurrying inject buster finger fraction greatest let carrier mad bust gon mic cause god attract write hold wreck na flow joint raw rest suggest pulling as luva talent kid grap singer wo crazy price relax soft mecca mutilator place make perish act thorough categorized area smooth sank blank going ya main stress nice cipher way wack fit bit battle orchestrater local bop put wig well town lost feel bald funk praise record caught vernon neighborhood son straight needing prop dreds exhausted four played pound cl ini pay fake home wax yes marco hardcore microphone two religion house flavor steel brother posse wringer worldwide school christ hit versatile store brings style polo real fix debate mix rhyme sec coming hard listen method skill still awed pack shit fly nigga mathematically none hear taking supreme grab mc pete step,0.081,0.781,0.138,0.9874
digable planets,jimmi diggin' cats,1993,everybody today check five pimp exactly butterfly woulda blessed beautifulest bringing air laid intro ride digging quite true mass weird find cartoon beneath jive metro soul sound like planet afro rock jam isaac peak master give star freak slick get blocked long pop skin jackson flesh synthesis placebo know funky east wreaking haired finger whether dream crest seems number homey six nap dug could diggin rap rain measured joint brothas channeled hayes zip song lizard spot ave kinda guessed mecca equipped life jimmi wizard verse cat hippy show half back hip ya drop way pick mar shock retro hammer junky dread float bridge velvet lac across logic block rocked hat funk fikky dig busting really ware chill tito kick together felt melt roll ladybug found doin getting dj word groovy yes doodlebug good paying thinking crushed hair hanging stuck seven square outro would cool goin twist jeep bout lay hit look respect phat grows real panther black walkman rhyme man havoc rhythm sticky constant braid fly shaft plait loot ai track mc call pleasure stuff right sweetback,0.04,0.888,0.072,0.9446
